UF,PIB,Pop_est_2009,classe
RIO GRANDE DO SUL,685380.0625,24252,3
MINAS GERAIS,97032.3515625,8073,2
PARÁ,164092.5625,46205,1
TOCANTINS,19665.49023438,1813,2
SÃO PAULO,263348.40625,25700,2
RIO GRANDE DO SUL,79409.7109375,6300,2
SÃO PAULO,702956.125,39574,2
PARANÁ,17071.88085938,1946,1
MINAS GERAIS,26352.10742188,5749,1
MINAS GERAIS,21903.0703125,4651,1
CEARÁ,117690.34375,35388,1
MINAS GERAIS,35067.38671875,5475,1
PERNAMBUCO,1057750.375,100191,2
PERNAMBUCO,57674.40234375,15770,1
PIAUÍ,20683.73046875,6442,1
ALAGOAS,1658976.875,210521,1
RONDÔNIA,159415.359375,17127,1
MINAS GERAIS,52225.57421875,5402,2
PERNAMBUCO,60705.8203125,15552,1
PARÁ,188305.25,41541,1
PARÁ,1216351.375,161497,1
RIO GRANDE DO SUL,42162.55859375,1633,3
PERNAMBUCO,57439.78125,14887,1
PARAÍBA,28544.89453125,7244,1
RIO DE JANEIRO,2388092,162075,2
SÃO PAULO,355026.28125,27557,2
PARANÁ,94959.7421875,14976,1
MINAS GERAIS,51690.03515625,6384,1
RIO DE JANEIRO,201804.015625,13137,2
MATO GROSSO,46319.65625,2679,2
BAHIA,48456.55859375,15888,1
PARAÍBA,88103.703125,16832,1
PARANÁ,129179.7578125,16803,1
MARANHÃO,160432.453125,20190,1
PERNAMBUCO,26894.39648438,7116,1
MATO GROSSO,194756.0625,13237,2
MINAS GERAIS,43645.4921875,6902,1
SÃO PAULO,132471.234375,9818,2
SANTA CATARINA,33459.80859375,3150,2
MINAS GERAIS,20219.13476562,4223,1
MARANHÃO,213359.203125,56810,1
PARAÍBA,383901.125,56136,1
MINAS GERAIS,109473.796875,11269,2
SANTA CATARINA,36022.16015625,3187,2
AMAZONAS,34505.6796875,8828,1
SANTA CATARINA,84426.15625,3419,3
GOIÁS,100667.5859375,8830,2
MINAS GERAIS,43400.2734375,6568,1
SÃO PAULO,296017.5625,24591,2
RIO GRANDE DO SUL,38229.2265625,3842,2
SERGIPE,29564.81640625,4827,1
BAHIA,86636.703125,21428,1
PIAUÍ,21421.19921875,6650,1
BAHIA,77405.5546875,16289,1
RIO GRANDE DO NORTE,19139.68164062,4504,1
CEARÁ,48560.41015625,15949,1
RIO DE JANEIRO,860850.125,32533,3
TOCANTINS,92554.96875,1802,3
PIAUÍ,15036.78320312,3784,1
MINAS GERAIS,39503.0390625,6937,1
TOCANTINS,58913.2734375,3738,2
SÃO PAULO,31623.21289062,3896,1
SANTA CATARINA,86799.203125,6683,2
BAHIA,96220.46875,25245,1
RONDÔNIA,226439.9375,22337,2
RIO DE JANEIRO,410782.46875,49748,1
CEARÁ,91902.015625,26578,1
PARANÁ,52511.83984375,3695,2
PERNAMBUCO,94137.2109375,18658,1
PERNAMBUCO,68269.6796875,12364,1
AMAZONAS,63766.28515625,15031,1
PARAÍBA,98568.1171875,16360,1
PARAÍBA,34377.05078125,9968,1
MINAS GERAIS,208498.34375,20429,2
PARANÁ,1230714.875,69278,2
SÃO PAULO,314408.0625,25912,2
BAHIA,205351.859375,22115,1
TOCANTINS,20501.7421875,2204,1
RIO GRANDE DO SUL,36078.76171875,2361,2
BAHIA,118382.15625,32563,1
SÃO PAULO,773413.0625,54920,2
SÃO PAULO,87870.625,4216,2
PARANÁ,151003.515625,15275,2
RIO GRANDE DO SUL,342808.21875,24353,2
CEARÁ,52476.46875,17033,1
ESPIRITO SANTO,232497.359375,27124,1
MINAS GERAIS,160162.15625,31333,1
MINAS GERAIS,19420.89257812,4998,1
SANTA CATARINA,343976.8125,14842,3
SANTA CATARINA,29764.57421875,4045,1
RIO GRANDE DO SUL,74450.25,5985,2
GOIÁS,55964.19921875,8666,1
MINAS GERAIS,770444.5625,20978,3
ESPIRITO SANTO,49223.80078125,6293,1
RIO DE JANEIRO,175653.15625,20687,1
RIO GRANDE DO SUL,1060406.25,62723,2
AMAZONAS,112120.0625,24704,1
MINAS GERAIS,58555.12109375,15252,1
AMAZONAS,54603.19140625,14715,1
RIO GRANDE DO SUL,68161.2578125,2235,3
PERNAMBUCO,152252.21875,27631,1
RIO GRANDE DO SUL,39487.2890625,4429,1
SÃO PAULO,438054.46875,35441,2
SÃO PAULO,5559876.5,284356,2
RIO DE JANEIRO,360322.5,26549,2
BAHIA,82294.8125,18375,1
PERNAMBUCO,168724.875,34809,1
CEARÁ,64023.44140625,16880,1
SÃO PAULO,3092352.25,38199,4
PERNAMBUCO,87932.0546875,21872,1
SÃO PAULO,119166.875,12112,2
RIO GRANDE DO SUL,160877.53125,11721,2
RIO GRANDE DO SUL,28591.38867188,2396,2
MINAS GERAIS,41938.515625,6212,1
MATO GROSSO,69248.6640625,6272,2
MATO GROSSO,450454.84375,39708,2
RIO GRANDE DO SUL,1123318.5,78984,2
PARANÁ,86111.015625,6082,2
RIO GRANDE DO NORTE,21530.4375,4993,1
MINAS GERAIS,43221.16015625,7209,1
SANTA CATARINA,62235.21484375,4129,2
SÃO PAULO,35199.875,4743,1
MINAS GERAIS,1444840.125,54689,3
SÃO PAULO,152929.140625,12990,2
PARANÁ,88980.2421875,13584,1
SÃO PAULO,172416.0625,16322,2
GOIÁS,268327.09375,10604,3
MINAS GERAIS,91329.15625,10502,1
MARANHÃO,132998.6875,39166,1
MINAS GERAIS,17767.02929688,3731,1
ALAGOAS,70390.265625,20555,1
BAHIA,213669.90625,42175,1
PIAUÍ,72460.390625,19796,1
RIO DE JANEIRO,657369.625,35577,2
GOIÁS,166530.421875,7813,2
SÃO PAULO,2714575.75,41107,4
PARANÁ,31648.30859375,2898,2
MATO GROSSO,240566.609375,3573,4
MINAS GERAIS,231447.125,6036,3
MARANHÃO,36745.2265625,15203,1
BAHIA,637574.3125,32980,2
PARAÍBA,158469.953125,32443,1
CEARÁ,78034.9609375,18759,1
SÃO PAULO,1029388.125,79155,2
BAHIA,22203.5390625,4059,1
SÃO PAULO,41937.18359375,4740,1
TOCANTINS,32593.95703125,6366,1
CEARÁ,349781.71875,73517,1
PARAÍBA,30035.15429688,4930,1
PERNAMBUCO,51370.76171875,13675,1
PERNAMBUCO,109918.828125,27353,1
MINAS GERAIS,16006.06542969,3493,1
ACRE,371556.0625,36166,2
MARANHÃO,64343.0546875,18815,1
BAHIA,38678.0390625,8442,1
AMAPÁ,104478.9921875,8182,2
SANTA CATARINA,63321.44921875,5396,2
GOIÁS,15363.55761719,1346,2
PARÁ,234566.484375,68600,1
PARANÁ,52750.92578125,8735,1
RIO GRANDE DO SUL,44075.60546875,3132,2
BAHIA,38620.75390625,10376,1
PIAUÍ,15313.89257812,3835,1
BAHIA,46314.48046875,14621,1
RIO GRANDE DO SUL,51100.84765625,2549,2
PARAÍBA,13316.390625,2568,1
PERNAMBUCO,72025.234375,18555,1
SANTA CATARINA,146369.46875,10938,2
MARANHÃO,65007.71484375,14663,1
MATO GROSSO,113256.625,9850,2
SANTA CATARINA,178943.96875,13695,2
SÃO PAULO,97179.28125,10090,1
SÃO PAULO,29767.0078125,3795,1
BAHIA,34143.12890625,10187,1
RIO DE JANEIRO,236378.921875,26824,1
SÃO PAULO,67635.7421875,5974,2
PERNAMBUCO,89271.609375,19850,1
PERNAMBUCO,52487.42578125,14855,1
RORAIMA,74608.90625,7527,2
SÃO PAULO,24226.39257812,1446,2
MINAS GERAIS,34635.61328125,7671,1
AMAZONAS,67527.9609375,18541,1
RIO GRANDE DO NORTE,63020.53515625,12384,1
MARANHÃO,277768.03125,70537,1
BAHIA,69146.0703125,16940,1
PIAUÍ,13307.02246094,3136,1
RIO GRANDE DO NORTE,24814.86914062,6201,1
PARANÁ,106101.3203125,11126,1
GOIÁS,356490.375,27928,2
SÃO PAULO,9969819,397738,3
SÃO PAULO,67073.984375,6635,2
PIAUÍ,24284.73242188,8117,1
RIO GRANDE DO NORTE,61293.671875,14544,1
SÃO PAULO,96194.734375,3287,3
PIAUÍ,12291.79589844,3756,1
RONDÔNIA,104578.7578125,6695,2
ESPIRITO SANTO,392909.25,41645,1
SÃO PAULO,138128.15625,18319,1
MINAS GERAIS,19506.14453125,2536,1
MINAS GERAIS,142984.15625,21618,1
SÃO PAULO,585710.5,55168,2
SANTA CATARINA,61519.921875,2954,2
MINAS GERAIS,56813.33984375,9627,1
SANTA CATARINA,187247.9375,6552,3
SÃO PAULO,1898242.5,109017,2
PIAUÍ,72797.6796875,20390,1
SERGIPE,37565.15625,8709,1
AMAZONAS,85700.7265625,18952,1
SERGIPE,244753.5,30804,1
SERGIPE,295503.3125,12610,3
SERGIPE,503797.625,8965,4
MATO GROSSO,440926.96875,8372,3
RIO GRANDE DO SUL,35738.61328125,2295,2
PARANÁ,85351.8125,8777,2
BAHIA,147346.296875,50226,1
SANTA CATARINA,254304.703125,21059,2
PARANÁ,211313.234375,20445,2
RIO DE JANEIRO,210597.21875,22947,1
MINAS GERAIS,177244.234375,10778,2
MINAS GERAIS,41105.6484375,4504,1
MINAS GERAIS,1185068.125,107619,2
PARAÍBA,104540.3515625,16573,1
MINAS GERAIS,105679.0078125,14806,1
RIO GRANDE DO SUL,48344.25390625,4775,2
MINAS GERAIS,117536.1875,15289,1
RIO GRANDE DO SUL,29052.140625,2155,2
PARAÍBA,44123.16015625,10657,1
ESPIRITO SANTO,233346.015625,29891,1
RIO GRANDE DO SUL,597097.8125,23842,3
TOCANTINS,217774.359375,19524,2
SÃO PAULO,50042.2109375,6944,1
PARANÁ,119340.1796875,8446,2
PERNAMBUCO,161963.40625,42250,1
CEARÁ,191745.0625,41266,1
SÃO PAULO,399077.0625,22822,2
PERNAMBUCO,98794.625,24403,1
PARANÁ,50136.58984375,4316,2
MARANHÃO,26733.35546875,8909,1
CEARÁ,82031.0625,23853,1
MINAS GERAIS,3046304,121785,3
GOIÁS,548629.625,143179,1
MINAS GERAIS,19299.37695312,4134,1
SANTA CATARINA,762710.1875,59537,2
SÃO PAULO,863953.375,157294,1
PERNAMBUCO,68741.2734375,18958,1
BAHIA,35840.4296875,10803,1
MINAS GERAIS,169706.671875,20031,1
MINAS GERAIS,62167.61328125,11273,1
PERNAMBUCO,265122.8125,56795,1
CEARÁ,35326.19921875,11186,1
SANTA CATARINA,946290.1875,38882,3
BAHIA,36582.48828125,13325,1
MINAS GERAIS,724103.75,105037,1
SÃO PAULO,66943.3046875,5100,2
AMAZONAS,304599.375,26282,2
SÃO PAULO,24405.38476562,1623,2
PIAUÍ,98231.2265625,9809,2
PIAUÍ,23075.33984375,8012,1
SERGIPE,69754.8125,13817,1
TOCANTINS,42988.91015625,9568,1
MINAS GERAIS,11206.33203125,2479,1
MINAS GERAIS,150917.34375,29947,1
SÃO PAULO,301012.6875,22575,2
PARANÁ,75978.65625,11431,1
PARÁ,81871.8359375,11890,1
PARANÁ,106447.703125,11577,1
MARANHÃO,39531.5546875,14311,1
TOCANTINS,23986.79882812,4596,1
CEARÁ,374219.5625,68588,1
GOIÁS,40092.76953125,2871,2
PIAUÍ,12069.73046875,4029,1
MATO GROSSO,73279.421875,7690,1
MARANHÃO,248992.484375,64685,1
MINAS GERAIS,361441.1875,10990,3
MARANHÃO,100140.96875,34907,1
SÃO PAULO,75402.8671875,3216,3
MARANHÃO,35996.2109375,6954,1
ESPIRITO SANTO,212760.109375,31384,1
ACRE,89052.6796875,9287,1
CEARÁ,84206.421875,22373,1
RONDÔNIA,283618.65625,23201,2
BAHIA,202989.765625,38095,1
MATO GROSSO,1315683.25,81960,2
SANTA CATARINA,410706.5,21496,2
MINAS GERAIS,1226047.25,83560,2
SÃO PAULO,86997.0703125,8346,2
MINAS GERAIS,49120.94140625,5201,1
MATO GROSSO DO SUL,359395.1875,23696,2
PARANÁ,68322.6484375,5017,2
PARANÁ,76621.3125,11510,1
SERGIPE,54451.6484375,12124,1
RIO GRANDE DO SUL,49034.63671875,2825,2
MINAS GERAIS,822362,85503,1
PARANÁ,107663.90625,5382,2
PARANÁ,125054.0546875,6240,2
MARANHÃO,47541.1171875,16585,1
MINAS GERAIS,27005.71679688,6810,1
PIAUÍ,33394.68359375,10838,1
PARAÍBA,30302.33789062,7607,1
SÃO PAULO,23267.171875,3919,1
RIO GRANDE DO SUL,31861.1171875,2424,2
RIO GRANDE DO SUL,142471.171875,11762,2
ALAGOAS,95608.140625,26830,1
RIO GRANDE DO SUL,26400.24804688,2045,2
GOIÁS,759605.4375,104979,1
PERNAMBUCO,7068777.5,687688,2
ALAGOAS,33863.60546875,10110,1
PARANÁ,40139.4140625,5094,1
RIO GRANDE DO SUL,75537.046875,6167,2
AMAPÁ,230480.78125,20962,2
SANTA CATARINA,182674.4375,14173,2
MINAS GERAIS,97574.6875,12936,1
MATO GROSSO,36023.68359375,2357,2
PARÁ,36021.890625,12013,1
PARANÁ,214099.921875,14280,2
PARANÁ,498248.78125,40582,2
SERGIPE,23457.98046875,3830,1
RIO GRANDE DO NORTE,30851.06835938,3937,1
RIO GRANDE DO SUL,58052.32421875,2730,2
PARÁ,76790.75,13140,1
RIO GRANDE DO NORTE,178236.546875,36561,1
PIAUÍ,20777.93554688,5506,1
RIO GRANDE DO SUL,31576.25976562,3256,2
RIO GRANDE DO NORTE,20183.13085938,4977,1
RIO GRANDE DO NORTE,48808.7890625,12834,1
PARANÁ,101084.9609375,8078,2
PARAÍBA,11675.81152344,2341,1
RIO GRANDE DO NORTE,19422.43554688,4578,1
MARANHÃO,54452.68359375,14922,1
RIO GRANDE DO NORTE,46879.40234375,10124,1
PARANÁ,123444.9375,19132,1
MINAS GERAIS,83066.21875,7222,2
MINAS GERAIS,6489508.5,296261,2
MINAS GERAIS,24721.9375,4129,1
AMAZONAS,117802.6171875,32638,1
GOIÁS,37283.44140625,4364,1
PIAUÍ,33065.046875,5116,1
RIO GRANDE DO SUL,110298.859375,7190,2
GOIÁS,27419.87695312,3117,1
RIO GRANDE DO NORTE,316499.6875,53282,1
RIO GRANDE DO SUL,146000.953125,9263,2
ALAGOAS,85304.7265625,24534,1
RIO DE JANEIRO,396142.75,35303,2
SANTA CATARINA,441775.65625,21731,2
MINAS GERAIS,76349.15625,5939,2
RIO GRANDE DO SUL,57206.62890625,5587,2
PARANÁ,11962877,117964,4
MARANHÃO,32300.70117188,7899,1
MINAS GERAIS,42805.29296875,6663,1
MINAS GERAIS,350128.65625,32059,2
SÃO PAULO,1917087.25,73183,3
PIAUÍ,11472.98339844,3182,1
SANTA CATARINA,237024.484375,14510,2
RIO GRANDE DO SUL,633553.375,43906,2
RIO GRANDE DO NORTE,19073.09375,4309,1
PERNAMBUCO,146614.40625,21815,1
SANTA CATARINA,41113.1015625,4265,2
PIAUÍ,22183.11523438,5818,1
DISTRITO FEDERAL,131487264,2606885,3
SÃO PAULO,48101.53515625,4103,2
AMAZONAS,40090.02734375,9275,1
ALAGOAS,111610.8828125,36904,1
SÃO PAULO,850159.125,38676,2
RIO GRANDE DO SUL,59706.1640625,5181,2
BAHIA,207724.953125,37539,1
MINAS GERAIS,37765.73046875,4471,1
SANTA CATARINA,263178.375,10951,3
MINAS GERAIS,77701.3671875,13225,1
MINAS GERAIS,45382.26953125,6199,1
SÃO PAULO,39319.76953125,2501,2
SÃO PAULO,62625.421875,7874,1
PARANÁ,1081024.25,47514,3
MATO GROSSO,95909.21875,4585,2
MINAS GERAIS,62895.98828125,10783,1
CEARÁ,53051.28515625,15058,1
BAHIA,125705.1484375,33666,1
SÃO PAULO,1608504.875,83909,2
CEARÁ,65020.15625,17773,1
GOIÁS,22917.2890625,2876,1
MINAS GERAIS,342506.3125,32639,2
TOCANTINS,41466.171875,4743,1
BAHIA,23149.640625,6443,1
RIO GRANDE DO SUL,38074.53515625,1702,3
SÃO PAULO,1418964.875,73084,2
MINAS GERAIS,32442.68164062,7376,1
RIO GRANDE DO SUL,103114.3828125,6476,2
CEARÁ,87100.125,27380,1
TOCANTINS,65767.046875,4883,2
ACRE,3837370.75,305954,2
PERNAMBUCO,82864.140625,12303,1
SÃO PAULO,4172247.75,144613,3
SÃO PAULO,3001299.5,182204,2
CEARÁ,77822.125,16845,1
PARAÍBA,106449.3359375,28126,1
SANTA CATARINA,84931.421875,7255,2
SÃO PAULO,165148.078125,4244,3
RONDÔNIA,245843.890625,22519,2
CEARÁ,3534385,201693,2
SÃO PAULO,94274.328125,16284,1
PARANÁ,56896.1328125,6389,1
ESPIRITO SANTO,227060.625,23891,1
SÃO PAULO,1810173.375,105193,2
PARANÁ,52964.69140625,4742,2
ACRE,194979.828125,20238,1
CEARÁ,21133.74414062,6233,1
PARAÍBA,64330.44140625,16476,1
SANTA CATARINA,916734.4375,42174,2
BAHIA,144764.984375,24802,1
CEARÁ,66732.171875,18875,1
SANTA CATARINA,80491.53125,4925,2
CEARÁ,48629.4375,16423,1
CEARÁ,34289.66015625,10144,1
MINAS GERAIS,159347.21875,17678,1
CEARÁ,21733.01171875,6834,1
BAHIA,153209.375,26250,1
ALAGOAS,26925.03125,7073,1
MINAS GERAIS,116036.1015625,13502,1
TOCANTINS,72166.5078125,8961,1
RIO GRANDE DO NORTE,12153.43457031,2380,1
PARANÁ,104750.40625,13435,1
CEARÁ,351117.84375,63126,1
PARANÁ,200335.109375,12414,2
MATO GROSSO,81260.3125,9903,1
SÃO PAULO,447405.15625,44087,2
AMAZONAS,226922.828125,49666,1
MINAS GERAIS,20950.86914062,2594,1
CEARÁ,211808.109375,48760,1
SÃO PAULO,84910.578125,2557,3
PERNAMBUCO,155211.25,27883,1
RIO GRANDE DO SUL,123046.1953125,3946,3
RONDÔNIA,45551.33203125,3765,2
PARAÍBA,22519.7109375,5458,1
RIO GRANDE DO SUL,27758.2265625,2607,2
BAHIA,68296.671875,13504,1
PARANÁ,159289.140625,10755,2
SÃO PAULO,58454.1640625,5903,2
SÃO PAULO,32981.234375,2663,2
SÃO PAULO,242961.578125,26761,1
PARANÁ,187649.9375,17743,2
SÃO PAULO,3207249.5,161983,2
MATO GROSSO DO SUL,103997.7265625,10407,2
SÃO PAULO,703188.0625,67392,2
MINAS GERAIS,28011.52929688,4574,1
MATO GROSSO,367902.125,20276,2
PIAUÍ,17449.0859375,5525,1
RIO GRANDE DO NORTE,27908.86328125,6590,1
RIO DE JANEIRO,487127.4375,41679,2
RIO GRANDE DO NORTE,38557.828125,10144,1
MINAS GERAIS,1291521,86467,2
RIO GRANDE DO SUL,76808.6171875,3087,3
PARAÍBA,29003.875,7248,1
RONDÔNIA,319634.03125,28892,2
BAHIA,303156.75,39585,1
MINAS GERAIS,34978.38671875,7173,1
TOCANTINS,122968.6015625,8161,2
PARAÍBA,12841.70410156,2822,1
BAHIA,24762.71875,7875,1
RIO GRANDE DO SUL,1643010,67682,3
PARANÁ,280972.4375,11811,3
PARÁ,351910.1875,72720,1
MINAS GERAIS,897816.875,53708,2
RIO GRANDE DO SUL,26049.45507812,2882,1
SÃO PAULO,566633.9375,28189,2
PARÁ,23328.38085938,7895,1
RIO DE JANEIRO,834572.375,55051,2
PERNAMBUCO,382127.21875,75229,1
BAHIA,110339.4765625,24978,1
RIO GRANDE DO SUL,74811.6796875,3777,2
GOIÁS,163690.328125,13432,2
SÃO PAULO,778538.875,18918,3
MARANHÃO,31425.09570312,10535,1
MARANHÃO,61833.859375,17898,1
MATO GROSSO,42808.26953125,5322,1
MATO GROSSO,220627.171875,30363,1
SANTA CATARINA,135342.984375,8898,2
MINAS GERAIS,60268.73046875,7961,1
PERNAMBUCO,47317.8203125,12642,1
MINAS GERAIS,29345.26171875,5092,1
MINAS GERAIS,178911,20135,1
MARANHÃO,23766.75390625,9246,1
RORAIMA,77312.140625,7569,2
SÃO PAULO,4131263.25,157384,3
PIAUÍ,16078.15722656,4636,1
PERNAMBUCO,200862.234375,22408,1
RIO GRANDE DO SUL,26910.1171875,2101,2
MINAS GERAIS,32851.6171875,5149,1
SERGIPE,243702.859375,49261,1
RIO GRANDE DO NORTE,190029.671875,27809,1
MINAS GERAIS,59279.8671875,15422,1
MARANHÃO,64831.62109375,17792,1
MATO GROSSO,134702.203125,6383,2
ALAGOAS,22985.1328125,7292,1
GOIÁS,29066.02539062,4093,1
RIO GRANDE DO NORTE,14934.08105469,2789,1
PARAÍBA,28761.53125,6798,1
SÃO PAULO,1190193.375,82770,2
ACRE,151120.015625,12241,2
PARANÁ,54343.4140625,6676,1
MATO GROSSO DO SUL,141434.296875,7501,2
MATO GROSSO DO SUL,197891.875,12538,2
RIO GRANDE DO SUL,44621.8984375,3789,2
MINAS GERAIS,361592.75,19051,2
SÃO PAULO,31103.59179688,2834,2
SÃO PAULO,2281638.5,88373,3
SÃO PAULO,128288.984375,7886,2
GOIÁS,29512.58398438,7096,1
RIO GRANDE DO SUL,59495.82421875,5123,2
MARANHÃO,89596.7578125,26615,1
PIAUÍ,26354.14453125,7028,1
PARÁ,45750.63671875,20386,1
PARANÁ,74918.0859375,8240,1
SÃO PAULO,68426.1484375,3710,2
BAHIA,409264.625,14736,3
PERNAMBUCO,327138.03125,62604,1
RIO GRANDE DO SUL,28139.48828125,3039,1
SÃO PAULO,502869.15625,34508,2
MARANHÃO,135141.71875,48424,1
MINAS GERAIS,23774.8359375,3881,1
MINAS GERAIS,33449.546875,5126,1
MINAS GERAIS,19550.94335938,3409,1
MATO GROSSO,338273.46875,32096,2
PARANÁ,53536.4375,7839,1
SANTA CATARINA,42986.97265625,4771,1
BAHIA,26649.9296875,8375,1
AMAZONAS,69596.59375,19111,1
RIO GRANDE DO SUL,121542.1953125,6644,2
MINAS GERAIS,28999.57617188,5961,1
MINAS GERAIS,67718.234375,12203,1
PARÁ,17295.59179688,5038,1
SÃO PAULO,137261.8125,9267,2
MINAS GERAIS,362926,41329,1
PARANÁ,21329.3046875,2600,1
MATO GROSSO DO SUL,60655.3515625,5569,2
MINAS GERAIS,40001.7890625,10763,1
SÃO PAULO,67564.7734375,7708,1
SÃO PAULO,120750.140625,11857,2
BAHIA,26375.15234375,6170,1
MINAS GERAIS,65943.7421875,9045,1
SANTA CATARINA,71876.84375,2775,3
BAHIA,805236.4375,122896,1
SANTA CATARINA,56893.35546875,3677,2
AMAZONAS,87235.609375,19884,1
GOIÁS,163472.5625,11343,2
TOCANTINS,17725.50390625,3352,1
PARANÁ,30827.7265625,2561,2
MINAS GERAIS,214778.015625,6778,3
MINAS GERAIS,2819794.25,216099,2
RIO GRANDE DO SUL,354538.71875,21272,2
PARAÍBA,26546.51367188,6985,1
RIO GRANDE DO SUL,137539.421875,11762,2
ESPIRITO SANTO,86314.1796875,11447,1
SÃO PAULO,203594.890625,14683,2
CEARÁ,46976.1015625,16180,1
PERNAMBUCO,91671.5703125,22239,1
MINAS GERAIS,15796.69824219,2479,1
MINAS GERAIS,20955.63671875,3977,1
PARÁ,407624.25,64429,1
PARANÁ,29434.99804688,2521,2
MATO GROSSO,272048.4375,2751,4
PARANÁ,319224.59375,25102,2
RORAIMA,231527.21875,26546,1
SÃO PAULO,1381021.625,179231,1
BAHIA,48868.1171875,14970,1
PARAÍBA,12908.87402344,3364,1
PARANÁ,107586.5625,10406,2
SÃO PAULO,26442.50976562,2894,1
SÃO PAULO,44971.85546875,4341,2
SANTA CATARINA,336894.96875,20551,2
TOCANTINS,26203.36132812,3523,1
TOCANTINS,29540.20507812,2958,2
SÃO PAULO,34386.9375,4253,1
PARÁ,230119.125,47237,1
RIO DE JANEIRO,265608.03125,25866,2
PIAUÍ,14653.90332031,3886,1
PARANÁ,156357.171875,9921,2
MINAS GERAIS,212967.875,20253,2
MINAS GERAIS,74883.703125,17836,1
SÃO PAULO,608301.1875,40752,2
RIO GRANDE DO NORTE,27000.75195312,5199,1
MARANHÃO,37177.8984375,11295,1
SÃO PAULO,150657.84375,20668,1
SÃO PAULO,559734.875,29192,2
PARANÁ,37893.3984375,4797,1
RIO GRANDE DO SUL,633926.8125,30603,2
RIO GRANDE DO SUL,33201.2890625,2113,2
GOIÁS,3663230.5,81109,3
PARANÁ,28536.078125,2315,2
MINAS GERAIS,25230.13671875,4549,1
PARANÁ,122129.3515625,9320,2
RIO GRANDE DO SUL,21523.9140625,2004,2
SANTA CATARINA,71268.7265625,5756,2
MATO GROSSO,134435.46875,15190,1
SANTA CATARINA,90478.6875,5738,2
RIO GRANDE DO SUL,2591081.5,106999,3
SÃO PAULO,221840.3125,18683,2
PARAÍBA,46244.48828125,12183,1
MINAS GERAIS,23611.453125,2926,1
MINAS GERAIS,38933.765625,5397,1
MINAS GERAIS,23585.89648438,4405,1
CEARÁ,479294.34375,71839,1
TOCANTINS,2964230.75,188645,2
MINAS GERAIS,217788.640625,16043,2
MARANHÃO,81823.40625,12866,1
SANTA CATARINA,37974.44140625,3084,2
CEARÁ,67936,18369,1
BAHIA,216375.109375,46390,1
PARANÁ,87603.8515625,7398,2
SÃO PAULO,327698.0625,12539,3
SANTA CATARINA,197815.75,16418,2
SANTA CATARINA,578891.9375,17827,3
PIAUÍ,20120.27734375,5947,1
BAHIA,33296.58203125,8437,1
AMAZONAS,115856.546875,18803,1
GOIÁS,38975.1328125,6301,1
TOCANTINS,26856.734375,3691,1
PARAÍBA,73621.5625,18323,1
PARANÁ,31708.81835938,2786,2
RIO GRANDE DO NORTE,41508.27734375,8725,1
SÃO PAULO,2136769.25,85181,3
GOIÁS,33892.66015625,3377,2
PARÁ,23817.72460938,7916,1
GOIÁS,59713.46875,6399,1
GOIÁS,209922.59375,15005,2
PARANÁ,2381652.75,118319,2
MINAS GERAIS,334938.75,67516,1
AMAPÁ,81456.1328125,7802,2
MINAS GERAIS,24365.36523438,5865,1
PARANÁ,98713.546875,7453,2
RORAIMA,54417.3203125,5979,1
MARANHÃO,157696.421875,45624,1
MINAS GERAIS,29614.703125,5598,1
SANTA CATARINA,32803.5703125,2583,2
RIO GRANDE DO SUL,25313.7265625,2387,2
CEARÁ,49370.15625,14826,1
MINAS GERAIS,886700.8125,28042,3
PERNAMBUCO,26529.21679688,7369,1
GOIÁS,233007.375,6286,3
MINAS GERAIS,23232.98828125,2541,1
RIO GRANDE DO NORTE,2910955.5,244287,2
MINAS GERAIS,16615.0390625,1468,2
SÃO PAULO,2336862.5,113357,2
BAHIA,33357.0625,6914,1
SANTA CATARINA,267737.5,9515,3
PARAÍBA,72604.3203125,17988,1
SÃO PAULO,348302.53125,31575,2
RIO GRANDE DO SUL,613187.8125,27215,3
SÃO PAULO,38302.2890625,4200,1
MINAS GERAIS,42282.94140625,2778,2
MARANHÃO,94031.5234375,28602,1
MARANHÃO,115792.71875,32236,1
RIO GRANDE DO SUL,35900.1484375,2782,2
MARANHÃO,63305.64453125,16086,1
SANTA CATARINA,80354.28125,4316,2
PIAUÍ,40390.91796875,14276,1
SÃO PAULO,895422.4375,56476,2
GOIÁS,16354.48339844,2278,1
BAHIA,120464.75,24491,1
SÃO PAULO,528139.1875,15312,3
MARANHÃO,26988.92382812,9286,1
SÃO PAULO,64988.95703125,8154,1
MINAS GERAIS,27237.48242188,5303,1
MINAS GERAIS,38726.0078125,3789,2
RIO GRANDE DO SUL,45793,3996,2
PARANÁ,30388.60351562,4220,1
PARAÍBA,426916.625,57875,1
SÃO PAULO,668454.875,49996,2
SANTA CATARINA,209857.84375,18436,2
PERNAMBUCO,86340.6015625,19026,1
MINAS GERAIS,36256.87890625,10604,1
MATO GROSSO DO SUL,94785.0703125,9554,2
RIO GRANDE DO NORTE,27062.73632812,7282,1
RIO GRANDE DO NORTE,134227.40625,22751,1
SÃO PAULO,46590.22265625,4598,2
PARANÁ,118656.671875,8294,2
MARANHÃO,505599.8125,98489,1
GOIÁS,17409.11523438,2118,1
MINAS GERAIS,373019.53125,32580,2
SÃO PAULO,68926.9375,6212,2
BAHIA,491441.5625,79886,1
RONDÔNIA,406834.21875,36725,2
